School ID,School Name,Network ,SQRP Total Points Earned,SY 2017-2018 SQRP Rating,SY 2017-2018 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight
400178,MOVING EVEREST,Charter,,Inability to Rate,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,96,2,,92.4,2,,Partially Organized,2,,98.7,4,
400180,KIPP - ONE,Charter,4.8,Level 1+,Not Applicable,99,100,5,18.75,99,100,5,18.75,81.3,100,5,10,99,100,5,1.25,,,,,,,,,,,,,99,100,5,1.25,,,,,,,,,,,,,62,100,3,7.5,83,100,4,7.5,,,,,,,,,96.2,5,20,Well Organized,5,10,99.7,5,5
609772,ADDAMS,ISP,4,Level 1+,Good Standing,76,100,4,17.5,81,100,4,17.5,65.3,100,4,10,,,,,75,100,5,1.25,34,100,3,1.25,,,,,,,,,80,100,5,1.25,27,100,2,1.25,,,,,79,100,4,5,76,100,4,5,56,99,3,2.5,50,99,3,2.5,95.7,4,20,Organized,4,10,99.9,5,5
609773,AGASSIZ,ISP,4.2,Level 1+,Good Standing,81,100,4,16.25,81,100,4,16.25,68.5,100,4,10,82,100,5,1.25,79,100,5,1.25,,,,,73,100,5,1.25,45,100,3,1.25,80,100,5,1.25,,,,,40,100,3,1.25,88,100,4,5,76,100,4,5,95,97,5,2.5,73,97,4,2.5,95.3,4,20,Well Organized,5,10,99.7,5,5
609777,ARMOUR,Network 6,3.4,Level 2+,Good Standing,56,99,3,18.75,66,99,3,18.75,53.8,99,3,10,,,,,40,100,3,1.25,,,,,,,,,,,,,57,100,4,1.25,,,,,,,,,63,99,3,5,46,99,3,5,91,100,5,2.5,81,100,4,2.5,94.9,3,20,Well Organized,5,10,99.9,5,5
609779,ARMSTRONG G,Network 2,4.4,Level 1+,Good Standing,71,100,4,15,83,100,4,15,63.1,100,4,10,62,100,4,1.25,70,100,5,1.25,87,100,5,1.25,36,100,3,1.25,85,100,5,1.25,73,100,5,1.25,94,100,5,1.25,35,100,3,1.25,76,100,4,5,82,100,4,5,75,100,4,2.5,80,100,4,2.5,96,5,20,Well Organized,5,10,99.6,5,5
609782,AUDUBON,Network 4,3.5,Level 1,Good Standing,52,100,3,17.5,25,100,2,17.5,53.4,100,3,10,,,,,66,100,4,1.25,,,,,60,100,4,1.25,,,,,27,100,2,1.25,,,,,12,100,2,1.25,93,100,5,5,86,100,4,5,85,100,4,2.5,80,100,4,2.5,95.8,4,20,Well Organized,5,10,98.7,4,5
609786,AVALON PARK,Network 12,3.1,Level 2+,Good Standing,56,100,3,18.75,34,100,2,18.75,50,100,3,10,58,100,4,1.25,,,,,,,,,,,,,35,100,3,1.25,,,,,,,,,,,,,42,100,3,5,36,100,2,5,34,97,2,2.5,24,100,2,2.5,95.5,4,20,Organized,4,10,100,5,5
609788,BARNARD,Network 10,3.4,Level 2+,Good Standing,36,100,2,17.5,75,100,4,17.5,55.6,100,3,10,32,100,3,1.25,,,,,,,,,36,100,3,1.25,72,100,5,1.25,,,,,,,,,55,100,4,1.25,51,100,3,5,43,100,3,5,45,100,3,2.5,22,100,2,2.5,95.7,4,20,Organized,4,10,100,5,5
609789,BARRY,ISP,3.7,Level 1,Good Standing,75,100,4,16.25,66,100,3,16.25,59.6,100,3,10,,,,,76,100,5,1.25,83,100,5,1.25,8,100,1,1.25,,,,,66,100,4,1.25,40,100,3,1.25,32,100,3,1.25,42,100,3,5,41,100,3,5,49,100,3,2.5,48,100,3,2.5,95.3,4,20,Well Organized,5,10,99.9,5,5
609790,BARTON,Network 11,3,Level 2+,Good Standing,70,100,4,17.5,34,100,2,17.5,49.4,100,2,10,73,100,5,1.25,,,,,,,,,73,100,5,1.25,32,100,3,1.25,,,,,,,,,43,100,3,1.25,24,100,2,5,11,100,2,5,4,100,1,2.5,5,100,1,2.5,94.6,3,20,Organized,4,10,99.5,5,5
609791,BASS,Network 11,3.7,Level 1,Provisional Support,94,100,5,17.5,98,100,5,17.5,65.9,100,4,10,93,100,5,1.25,,,,,,,,,99,100,5,1.25,97,100,5,1.25,,,,,,,,,97,100,5,1.25,24,100,2,5,28,100,2,5,5,100,1,2.5,11,100,2,2.5,94.7,3,20,Partially Organized,2,10,99.5,5,5
609792,BATEMAN,Network 1,4.2,Level 1+,Good Standing,75,100,4,16.25,73,100,4,16.25,60.2,100,4,10,,,,,76,100,5,1.25,75,100,5,1.25,54,100,4,1.25,,,,,73,100,5,1.25,68,100,4,1.25,66,100,4,1.25,68,100,3,5,56,100,3,5,66,100,3,2.5,46,100,3,2.5,96,5,20,Well Organized,5,10,99.6,5,5
609793,NICHOLSON,Network 11,2.5,Level 2,Provisional Support,30,99,2,17.5,23,98,2,17.5,44.5,99,2,10,27,99,2,1.25,,,,,,,,,18,100,2,1.25,22,98,2,1.25,,,,,,,,,18,100,2,1.25,10,99,2,5,10,98,2,5,3,100,1,2.5,2,95,1,2.5,94.5,3,20,Organized,4,10,99.5,5,5
609794,EDISON,Network 1,4.7,Level 1+,Good Standing,87,100,4,20,95,100,5,20,78.7,100,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,96.3,5,20,Organized,4,10,99.2,5,5
609795,CLARK ES,Network 3,4,Level 1+,Good Standing,48,100,3,17.5,72,100,4,17.5,58,100,3,10,62,100,4,1.25,46,100,3,1.25,,,,,,,,,76,100,5,1.25,68,100,4,1.25,,,,,,,,,70,100,4,5,60,100,3,5,90,100,5,2.5,62,100,3,2.5,96,5,20,Well Organized,5,10,100,5,5
609796,BEAUBIEN,Network 1,4.1,Level 1+,Good Standing,70,100,4,17.5,69,100,3,17.5,63.1,100,4,10,,,,,66,100,4,1.25,,,,,86,100,5,1.25,,,,,43,100,3,1.25,,,,,12,100,2,1.25,97,100,5,5,95,100,5,5,98,95,5,2.5,97,95,5,2.5,95.5,4,20,Well Organized,5,10,99.4,5,5
609797,BEIDLER,Network 5,3,Level 2+,Good Standing,81,100,4,17.5,28,100,2,17.5,51.4,100,3,10,81,100,5,1.25,,,,,,,,,58,100,4,1.25,30,100,3,1.25,,,,,,,,,6,100,1,1.25,31,100,2,5,24,100,2,5,2,100,1,2.5,6,100,1,2.5,95.3,4,20,Partially Organized,2,10,99.6,5,5
609798,BELDING,Network 1,4.2,Level 1+,Good Standing,85,100,4,18.75,83,100,4,18.75,67.5,100,4,10,,,,,87,100,5,1.25,,,,,,,,,,,,,81,100,5,1.25,,,,,,,,,87,100,4,5,71,100,4,5,90,99,5,2.5,85,100,4,2.5,95.2,4,20,Well Organized,5,10,99.3,5,5
609799,BELL,Network 4,4.2,Level 1+,Good Standing,75,100,4,17.5,70,100,4,17.5,65.7,100,4,10,,,,,58,100,4,1.25,,,,,54,100,4,1.25,,,,,61,100,4,1.25,,,,,77,100,5,1.25,98,100,5,5,97,100,5,5,97,99,5,2.5,94,100,5,2.5,95.9,4,20,Organized,4,10,100,5,5
609800,BENNETT,Network 13,3.8,Level 1,Good Standing,81,100,4,18.75,87,100,4,18.75,62.5,100,4,10,81,100,5,1.25,,,,,,,,,,,,,88,100,5,1.25,,,,,,,,,,,,,52,100,3,5,45,100,3,5,12,100,2,2.5,17,100,2,2.5,96.4,5,20,Not Yet Organized,1,10,100,5,5
609803,BLAINE,Network 4,4.3,Level 1+,Good Standing,73,100,4,17.5,69,100,3,17.5,64,100,4,10,,,,,56,100,4,1.25,,,,,14,100,2,1.25,,,,,25,100,2,1.25,,,,,28,100,2,1.25,99,100,5,5,97,100,5,5,95,100,5,2.5,95,100,5,2.5,96.3,5,20,Well Organized,5,10,99.4,5,5
609804,BOONE,Network 2,4.3,Level 1+,Good Standing,79,100,4,15,72,100,4,15,61.6,100,4,10,90,100,5,1.25,75,100,5,1.25,70,100,5,1.25,81,100,5,1.25,37,100,3,1.25,65,100,4,1.25,37,100,3,1.25,4,100,1,1.25,73,100,4,5,69,100,3,5,75,100,4,2.5,78,100,4,2.5,96.2,5,20,Well Organized,5,10,99.7,5,5
609805,JOPLIN,Network 11,4.3,Level 1+,Good Standing,99,100,5,17.5,70,100,4,17.5,67,100,4,10,99,100,5,1.25,,,,,,,,,99,100,5,1.25,72,100,5,1.25,,,,,,,,,40,100,3,1.25,45,100,3,5,31,100,2,5,2,100,1,2.5,2,100,1,2.5,96,5,20,Well Organized,5,10,99.8,5,5
609806,BRADWELL,AUSL,2.3,Level 2,Intensive Support,30,100,2,17.5,37,100,2,17.5,45.8,100,2,10,34,100,3,1.25,,,,,,,,,6,100,1,1.25,35,100,3,1.25,,,,,,,,,13,100,2,1.25,12,100,2,5,8,100,1,5,2,100,1,2.5,6,100,1,2.5,93.1,2,20,Organized,4,10,99.9,5,5
609807,HAMPTON,Network 10,3.1,Level 2+,Good Standing,60,100,3,16.25,45,100,3,16.25,52.8,100,3,10,58,100,4,1.25,66,100,4,1.25,,,,,40,100,3,1.25,40,100,3,1.25,45,100,3,1.25,,,,,10,100,2,1.25,46,100,3,5,34,100,2,5,21,98,2,2.5,11,98,2,2.5,94.2,3,20,Organized,4,10,99.7,5,5
609808,HALEY,Network 13,3.5,Level 1,Good Standing,78,100,4,17.5,25,100,2,17.5,52.4,100,3,10,79,100,5,1.25,,,,,,,,,29,100,2,1.25,25,100,2,1.25,,,,,,,,,37,100,3,1.25,29,100,2,5,26,100,2,5,44,100,3,2.5,66,100,3,2.5,96,5,20,Organized,4,10,100,5,5
609809,BRENTANO,Network 4,4.1,Level 1+,Good Standing,64,100,3,18.75,90,100,5,18.75,64.3,100,4,10,,,,,56,100,4,1.25,,,,,,,,,,,,,94,100,5,1.25,,,,,,,,,69,100,3,5,73,100,4,5,90,100,5,2.5,80,100,4,2.5,95,4,20,Well Organized,5,10,99.7,5,5
609810,BRIDGE,Network 1,4.2,Level 1+,Good Standing,76,100,4,16.25,86,100,4,16.25,66.3,100,4,10,,,,,62,100,4,1.25,86,100,5,1.25,29,100,2,1.25,,,,,77,100,5,1.25,99,100,5,1.25,72,100,5,1.25,83,100,4,5,83,100,4,5,88,100,4,2.5,72,100,4,2.5,95.4,4,20,Well Organized,5,10,99.9,5,5
609811,BRIGHT,Network 13,3.1,Level 2+,Good Standing,44,100,3,17.5,28,100,2,17.5,46.6,100,2,10,40,100,3,1.25,48,100,3,1.25,,,,,,,,,25,100,2,1.25,27,100,2,1.25,,,,,,,,,29,100,2,5,20,100,2,5,39,95,2,2.5,25,96,2,2.5,95.9,4,20,Well Organized,5,10,99.8,5,5
609812,BROWN W,Network 6,2.8,Level 2,Intensive Support,50,100,3,17.5,12,100,2,17.5,45,100,2,10,50,100,4,1.25,,,,,,,,,76,100,5,1.25,13,100,2,1.25,,,,,,,,,3,100,1,1.25,20,100,2,5,10,100,2,5,8,100,1,2.5,11,100,2,2.5,94.2,3,20,Organized,4,10,100,5,5
609813,BROWNELL,Network 12,3.8,Level 1,Good Standing,83,100,4,18.75,76,100,4,18.75,54.3,100,3,10,85,100,5,1.25,,,,,,,,,,,,,75,100,5,1.25,,,,,,,,,,,,,17,100,2,5,15,100,2,5,18,100,2,2.5,3,96,1,2.5,95.6,4,20,Well Organized,5,10,100,5,5
609815,BOUCHET,Network 12,3.4,Level 2+,Good Standing,32,100,2,17.5,73,100,4,17.5,53.5,100,3,10,32,100,3,1.25,,,,,,,,,22,100,2,1.25,75,100,5,1.25,,,,,,,,,97,100,5,1.25,55,100,3,5,46,100,3,5,97,100,5,2.5,24,100,2,2.5,94,3,20,Well Organized,5,10,99.9,5,5
609817,BUDLONG,Network 2,4.3,Level 1+,Good Standing,76,100,4,17.5,82,100,4,17.5,61.7,100,4,10,,,,,68,100,4,1.25,81,100,5,1.25,,,,,,,,,85,100,5,1.25,76,100,5,1.25,,,,,81,100,4,5,76,100,4,5,85,100,4,2.5,68,100,3,2.5,96.3,5,20,Organized,4,10,99.9,5,5
609818,BURBANK,Network 3,4.2,Level 1+,Good Standing,94,99,5,16.25,47,99,3,16.25,58.8,99,3,10,90,100,5,1.25,94,99,5,1.25,99,99,5,1.25,,,,,60,100,4,1.25,45,99,3,1.25,66,99,4,1.25,,,,,72,99,4,5,51,99,3,5,58,98,3,2.5,50,98,3,2.5,96.3,5,20,Well Organized,5,10,99.5,5,5
609819,BURKE,Network 9,3.1,Level 2+,Intensive Support,79,100,4,17.5,69,100,3,17.5,55.6,100,3,10,76,100,5,1.25,,,,,,,,,99,100,5,1.25,69,100,4,1.25,,,,,,,,,73,100,5,1.25,23,100,2,5,27,100,2,5,6,100,1,2.5,14,100,2,2.5,93.7,2,20,Organized,4,10,99.8,5,5
609820,BURLEY,ISP,4.3,Level 1+,Good Standing,79,100,4,17.5,69,100,3,17.5,65.5,100,4,10,,,,,87,100,5,1.25,,,,,73,100,5,1.25,,,,,77,100,5,1.25,,,,,9,100,1,1.25,97,100,5,5,95,100,5,5,99,100,5,2.5,89,100,4,2.5,96.4,5,20,Well Organized,5,10,99.8,5,5
609821,BURNHAM,ISP,3.9,Level 1,Good Standing,93,100,5,17.5,73,100,4,17.5,62.9,100,4,10,92,100,5,1.25,,,,,,,,,92,100,5,1.25,73,100,5,1.25,,,,,,,,,47,100,3,1.25,62,100,3,5,36,100,2,5,31,100,2,2.5,31,100,2,2.5,94.8,3,20,Well Organized,5,10,99.7,5,5
609826,CASTELLANOS,ISP,3.4,Level 2+,Good Standing,73,100,4,16.25,65,100,3,16.25,57.5,100,3,10,,,,,75,100,5,1.25,92,100,5,1.25,86,100,5,1.25,,,,,68,100,4,1.25,89,100,5,1.25,63,100,4,1.25,55,100,3,7.5,56,100,3,7.5,,,,,,,,,95.3,4,20,Not Yet Organized,1,10,99.7,5,5
609827,BURNSIDE,Network 12,3.8,Level 1,Good Standing,44,100,3,18.75,75,100,4,18.75,56.7,100,3,10,42,100,3,1.25,,,,,,,,,,,,,72,100,5,1.25,,,,,,,,,,,,,65,100,3,5,36,100,2,5,71,95,4,2.5,23,95,2,2.5,96.2,5,20,Organized,4,10,99.8,5,5
609828,BURR,Network 6,4.4,Level 1+,Good Standing,81,100,4,17.5,76,100,4,17.5,64.6,100,4,10,,,,,73,100,5,1.25,,,,,90,100,5,1.25,,,,,65,100,4,1.25,,,,,66,100,4,1.25,84,100,4,5,76,100,4,5,88,100,4,2.5,87,100,4,2.5,96.6,5,20,Well Organized,5,10,100,5,5
609829,BURROUGHS,ISP,3.6,Level 1,Good Standing,58,100,3,18.75,60,100,3,18.75,56.7,100,3,10,,,,,58,100,4,1.25,,,,,,,,,,,,,55,100,4,1.25,,,,,,,,,79,100,4,5,78,100,4,5,86,100,4,2.5,85,100,4,2.5,95.8,4,20,Organized,4,10,99,5,5
609830,BRUNSON,Network 3,3.3,Level 2+,Good Standing,81,100,4,17.5,88,100,4,17.5,56.8,100,3,10,82,100,5,1.25,,,,,,,,,29,100,2,1.25,88,100,5,1.25,,,,,,,,,58,100,4,1.25,31,100,2,5,33,100,2,5,3,100,1,2.5,2,100,1,2.5,93.8,2,20,Well Organized,5,10,99.3,5,5
609832,BYRNE,Network 10,3.7,Level 1,Good Standing,71,100,4,17.5,77,100,4,17.5,62.4,100,4,10,,,,,71,100,5,1.25,,,,,68,100,4,1.25,,,,,72,100,5,1.25,,,,,77,100,5,1.25,71,100,4,5,67,100,3,5,44,97,3,2.5,46,97,3,2.5,94.6,3,20,Moderately Organized,3,10,99.1,5,5
609833,CALDWELL,Network 12,4.1,Level 1+,Good Standing,99,100,5,18.75,99,100,5,18.75,73.3,100,5,10,99,100,5,1.25,,,,,,,,,,,,,99,100,5,1.25,,,,,,,,,,,,,84,100,4,5,57,100,3,5,83,100,4,2.5,70,100,4,2.5,93.7,2,20,Organized,4,10,98.6,4,5
609834,LITTLE VILLAGE,ISP,3.5,Level 1,Good Standing,78,100,4,16.25,48,100,3,16.25,55.5,100,3,10,,,,,78,100,5,1.25,76,100,5,1.25,97,100,5,1.25,,,,,48,100,3,1.25,50,100,4,1.25,31,100,3,1.25,46,100,3,5,31,100,2,5,24,100,2,2.5,21,100,2,2.5,95.8,4,20,Moderately Organized,3,10,99.8,5,5
609835,CAMERON,Network 5,3.5,Level 1,Good Standing,52,100,3,15,61,100,3,15,54.3,100,3,10,56,100,4,1.25,52,100,4,1.25,54,100,4,1.25,12,100,2,1.25,60,100,4,1.25,65,100,4,1.25,78,100,5,1.25,24,100,2,1.25,51,100,3,5,54,100,3,5,36,100,2,2.5,47,100,3,2.5,95.1,4,20,Well Organized,5,10,99.7,5,5
609836,CANTY,Network 1,4,Level 1+,Good Standing,85,100,4,17.5,82,100,4,17.5,69.2,100,4,10,,,,,85,100,5,1.25,,,,,71,100,5,1.25,,,,,75,100,5,1.25,,,,,22,100,2,1.25,92,100,5,5,91,100,5,5,84,100,4,2.5,95,100,5,2.5,95.4,4,20,Partially Organized,2,10,99.9,5,5
609837,CARNEGIE,ISP,3.9,Level 1,Good Standing,73,100,4,17.5,68,100,3,17.5,60.9,100,4,10,75,100,5,1.25,,,,,,,,,19,100,2,1.25,68,100,4,1.25,,,,,,,,,43,100,3,1.25,82,100,4,5,63,100,3,5,76,100,4,2.5,79,100,4,2.5,95,4,20,Well Organized,5,10,99.5,5,5
609839,CARROLL,Network 10,3.4,Level 2+,Good Standing,81,100,4,17.5,58,100,3,17.5,58.6,100,3,10,79,100,5,1.25,,,,,,,,,4,100,1,1.25,58,100,4,1.25,,,,,,,,,12,100,2,1.25,49,100,3,7.5,32,100,2,5,,,,,15,99,2,2.5,95.4,4,20,Moderately Organized,3,10,99.7,5,5
609842,CARSON,ISP,3.9,Level 1,Good Standing,79,100,4,17.5,70,100,4,17.5,62.7,100,4,10,,,,,76,100,5,1.25,73,100,5,1.25,,,,,,,,,68,100,4,1.25,65,100,4,1.25,,,,,67,100,3,5,68,100,3,5,71,100,4,2.5,59,100,3,2.5,96.6,5,20,Not Yet Organized,1,10,100,5,5
609844,CARTER,AUSL,3.9,Level 1,Intensive Support,85,100,4,17.5,69,100,3,17.5,55.8,100,3,10,83,100,5,1.25,,,,,,,,,99,100,5,1.25,66,100,4,1.25,,,,,,,,,93,100,5,1.25,51,100,3,5,46,100,3,5,34,100,2,2.5,47,100,3,2.5,96.9,5,20,Well Organized,5,10,100,5,5
609845,CARVER G,Network 13,1.3,Level 3,Intensive Support,7,99,1,17.5,7,98,1,17.5,35.6,99,1,10,8,99,1,1.25,,,,,,,,,3,99,1,1.25,7,98,1,1.25,,,,,,,,,1,98,1,1.25,13,99,2,5,6,98,1,5,18,100,2,2.5,6,100,1,2.5,91.8,1,20,Not Yet Organized,1,10,99.6,5,5
609848,ALDRIDGE,Network 13,4,Level 1+,Provisional Support,99,100,5,18.75,99,100,5,18.75,76.5,100,5,10,99,100,5,1.25,,,,,,,,,,,,,99,100,5,1.25,,,,,,,,,,,,,34,100,2,5,34,100,2,5,10,100,2,2.5,8,100,1,2.5,94.1,3,20,Organized,4,10,100,5,5
609849,CASSELL,Network 10,3.2,Level 2+,Good Standing,73,100,4,17.5,23,100,2,17.5,54.9,100,3,10,,,,,56,100,4,1.25,,,,,76,100,5,1.25,,,,,34,100,3,1.25,,,,,9,100,1,1.25,89,100,4,5,62,100,3,5,49,97,3,2.5,53,97,3,2.5,93.4,2,20,Well Organized,5,10,99.8,5,5
609850,GREELEY,Network 4,4.1,Level 1+,Good Standing,82,100,4,15,86,100,4,15,65.4,100,4,10,62,100,4,1.25,82,100,5,1.25,90,100,5,1.25,60,100,4,1.25,53,100,4,1.25,84,100,5,1.25,65,100,4,1.25,15,100,2,1.25,85,100,4,5,87,100,4,5,90,100,5,2.5,83,100,4,2.5,96,5,20,Partially Organized,2,10,99.9,5,5
609851,CHALMERS,AUSL,3.6,Level 1,Intensive Support,82,100,4,17.5,76,100,4,17.5,55.9,100,3,10,83,100,5,1.25,,,,,,,,,38,100,3,1.25,77,100,5,1.25,,,,,,,,,72,100,5,1.25,22,100,2,5,28,100,2,5,9,96,1,2.5,11,95,2,2.5,96.5,5,20,Not Yet Organized,1,10,99.6,5,5
609852,CHAPPELL,Network 2,4,Level 1+,Good Standing,62,100,3,18.75,78,100,4,18.75,62.3,100,4,10,,,,,62,100,4,1.25,,,,,,,,,,,,,70,100,5,1.25,,,,,,,,,81,100,4,5,79,100,4,5,93,100,5,2.5,81,100,4,2.5,95.4,4,20,Well Organized,5,10,100,5,5
609853,CHASE,Network 4,4.1,Level 1+,Good Standing,66,100,3,17.5,77,100,4,17.5,62.5,100,4,10,,,,,64,100,4,1.25,30,100,3,1.25,,,,,,,,,82,100,5,1.25,31,100,3,1.25,,,,,63,100,3,5,74,100,4,5,64,95,3,2.5,81,95,4,2.5,96.1,5,20,Well Organized,5,10,99.8,5,5
609854,CHOPIN,Network 5,2.8,Level 2,Provisional Support,68,99,3,16.25,43,99,3,16.25,53.8,99,3,10,50,99,4,1.25,70,99,5,1.25,,,,,70,99,5,1.25,24,99,2,1.25,45,99,3,1.25,,,,,9,99,1,1.25,39,99,2,5,37,99,2,5,4,98,1,2.5,9,98,1,2.5,93.2,2,20,Organized,4,10,99.7,5,5
609855,CHRISTOPHER,Network 8,2.6,Inability to Rate,Good Standing,71,99,4,18.75,52,99,3,18.75,57.7,99,3,10,,,,,82,100,5,1.25,,,,,,,,,,,,,52,100,4,1.25,,,,,,,,,28,99,2,5,25,99,2,5,7,95,1,2.5,8,95,1,2.5,89.7,1,20,Partially Organized,2,10,99.3,5,5
609856,CLAY,Network 13,3.2,Level 2+,Good Standing,79,100,4,16.25,43,100,3,16.25,55,100,3,10,62,100,4,1.25,73,100,5,1.25,,,,,99,100,5,1.25,25,100,2,1.25,40,100,3,1.25,,,,,99,100,5,1.25,68,100,3,5,54,100,3,5,52,100,3,2.5,38,100,2,2.5,93.6,2,20,Organized,4,10,99.5,5,5
609857,CLEVELAND,Network 1,4.1,Level 1+,Good Standing,87,100,4,16.25,77,100,4,16.25,63.5,100,4,10,,,,,89,100,5,1.25,99,100,5,1.25,99,100,5,1.25,,,,,76,100,5,1.25,86,100,5,1.25,99,100,5,1.25,68,100,3,5,64,100,3,5,68,100,3,2.5,49,100,3,2.5,95.5,4,20,Well Organized,5,10,99.4,5,5
609859,CLINTON,Network 2,4.4,Level 1+,Good Standing,78,100,4,16.25,91,100,5,16.25,63.9,100,4,10,76,100,5,1.25,56,100,4,1.25,58,100,4,1.25,,,,,97,100,5,1.25,78,100,5,1.25,97,100,5,1.25,,,,,81,100,4,5,90,100,5,5,79,99,4,2.5,70,99,4,2.5,95.4,4,20,Well Organized,5,10,99.7,5,5
609861,CLISSOLD,Network 10,3.4,Level 2+,Good Standing,46,100,3,17.5,34,100,2,17.5,51.4,100,3,10,42,100,3,1.25,,,,,,,,,44,100,3,1.25,32,100,3,1.25,,,,,,,,,24,100,2,1.25,71,100,4,5,50,100,3,5,82,97,4,2.5,68,99,3,2.5,95,4,20,Well Organized,5,10,99.7,5,5
609862,COLES,Network 12,3.4,Level 2+,Good Standing,50,100,3,17.5,45,100,3,17.5,53.5,100,3,10,52,100,4,1.25,,,,,,,,,29,100,2,1.25,45,100,3,1.25,,,,,,,,,32,100,3,1.25,68,100,3,5,66,100,3,5,83,100,4,2.5,61,100,3,2.5,95.7,4,20,Organized,4,10,99.4,5,5
609863,COLUMBUS,ISP,3.8,Level 1,Good Standing,70,100,4,18.75,57,100,3,18.75,60.3,100,4,10,,,,,64,100,4,1.25,,,,,,,,,,,,,42,100,3,1.25,,,,,,,,,68,100,3,5,64,100,3,5,84,100,4,2.5,57,100,3,2.5,95.6,4,20,Well Organized,5,10,99.8,5,5
609864,COOK,Network 11,2.6,Level 2,Provisional Support,34,99,2,17.5,55,99,3,17.5,51.8,99,3,10,34,99,3,1.25,,,,,,,,,86,99,5,1.25,58,99,4,1.25,,,,,,,,,27,99,2,1.25,31,99,2,5,20,99,2,5,5,95,1,2.5,4,95,1,2.5,93.1,2,20,Moderately Organized,3,10,99.5,5,5
609865,JORDAN,Network 2,3.3,Level 2+,Good Standing,71,100,4,16.25,57,100,3,16.25,59,100,3,10,68,100,4,1.25,73,100,5,1.25,,,,,29,100,2,1.25,50,100,4,1.25,58,100,4,1.25,,,,,43,100,3,1.25,41,100,3,5,36,100,2,5,13,97,2,2.5,11,100,2,2.5,95.7,4,20,Partially Organized,2,10,99.1,5,5
609866,COONLEY,Network 2,4.4,Level 1+,Good Standing,83,100,4,17.5,88,100,4,17.5,71.5,100,5,10,,,,,78,100,5,1.25,,,,,30,100,3,1.25,,,,,77,100,5,1.25,,,,,15,100,2,1.25,99,100,5,5,99,100,5,5,99,99,5,2.5,97,99,5,2.5,95.7,4,20,Well Organized,5,10,99.7,5,5
609867,COOPER,Network 7,4.1,Level 1+,Good Standing,71,100,4,17.5,80,100,4,17.5,58.3,100,3,10,,,,,70,100,5,1.25,64,100,4,1.25,,,,,,,,,85,100,5,1.25,58,100,4,1.25,,,,,46,100,3,5,46,100,3,5,28,100,2,2.5,25,100,2,2.5,96,5,20,Well Organized,5,10,99.9,5,5
609869,LANGFORD,Network 11,2.7,Level 2,Intensive Support,32,100,2,18.75,72,100,4,18.75,54.1,100,3,10,34,100,3,1.25,,,,,,,,,,,,,69,100,4,1.25,,,,,,,,,,,,,12,100,2,5,12,100,2,5,4,95,1,2.5,1,95,1,2.5,93.6,2,20,Moderately Organized,3,10,99.8,5,5
609870,CORKERY,Network 7,3.2,Level 2+,Good Standing,58,100,3,16.25,43,100,3,16.25,52.9,100,3,10,30,100,3,1.25,64,100,4,1.25,,,,,17,100,2,1.25,32,100,3,1.25,45,100,3,1.25,,,,,23,100,2,1.25,48,100,3,5,39,100,2,5,2,64,1,2.5,35,100,2,2.5,94.6,3,20,Well Organized,5,10,99.8,5,5
609871,VICK,Network 10,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Organized,5,,99.8,5,
609872,PEREZ,Network 7,4.2,Level 1+,Good Standing,66,100,3,18.75,76,100,4,18.75,63.1,100,4,10,,,,,68,100,4,1.25,,,,,,,,,,,,,77,100,5,1.25,,,,,,,,,79,100,4,5,77,100,4,5,81,100,4,2.5,87,100,4,2.5,96.1,5,20,Well Organized,5,10,99.7,5,5
