School ID,School Name,Network ,SQRP Total Points Earned,SY 2017-2018 SQRP Rating,SY 2017-2018 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight
609873,CROWN,Network 5,2.8,Level 2,Intensive Support,88,100,4,17.5,30,100,2,17.5,52.3,100,3,10,89,100,5,1.25,,,,,,,,,85,100,5,1.25,27,100,2,1.25,,,,,,,,,1,100,1,1.25,26,100,2,5,9,100,1,5,2,100,1,2.5,1,100,1,2.5,93.6,2,20,Organized,4,10,99.8,5,5
609874,DIRKSEN,Network 1,4,Level 1+,Good Standing,89,100,4,16.25,84,100,4,16.25,65.4,100,4,10,,,,,78,100,5,1.25,94,100,5,1.25,42,100,3,1.25,,,,,63,100,4,1.25,93,100,5,1.25,60,100,4,1.25,85,100,4,5,84,100,4,5,65,100,3,2.5,54,100,3,2.5,95.7,4,20,Organized,4,10,99.2,5,5
609875,DARWIN,ISP,4.2,Level 1+,Good Standing,82,100,4,18.75,78,100,4,18.75,63,100,4,10,,,,,86,100,5,1.25,,,,,,,,,,,,,81,100,5,1.25,,,,,,,,,61,100,3,5,52,100,3,5,49,100,3,2.5,52,100,3,2.5,96.7,5,20,Well Organized,5,10,100,5,5
609876,DAVIS N,Network 8,3.1,Level 2+,Good Standing,38,100,2,17.5,52,100,3,17.5,50,100,3,10,,,,,40,100,3,1.25,27,100,2,1.25,,,,,,,,,53,100,4,1.25,45,100,3,1.25,,,,,41,100,3,5,43,100,3,5,20,100,2,2.5,11,100,2,2.5,95,4,20,Moderately Organized,3,10,99.8,5,5
609879,DAWES,Network 10,3.9,Level 1,Good Standing,68,100,3,15,89,100,4,15,65.4,100,4,10,25,100,2,1.25,75,100,5,1.25,64,100,4,1.25,27,100,2,1.25,66,100,4,1.25,93,100,5,1.25,77,100,5,1.25,28,100,2,1.25,67,100,3,5,79,100,4,5,47,100,3,2.5,56,100,3,2.5,95.9,4,20,Well Organized,5,10,100,5,5
609880,DECATUR,Network 2,4,Level 1+,Good Standing,52,100,3,20,42,100,3,20,62.6,100,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,5,5,99,100,5,7.5,99,100,5,2.5,,,,,96.1,5,20,Organized,4,10,99.9,5,5
609883,DENEEN,AUSL,2.8,Level 2,Provisional Support,58,100,3,17.5,61,99,3,17.5,54,100,3,10,58,100,4,1.25,,,,,,,,,2,100,1,1.25,61,99,4,1.25,,,,,,,,,12,99,2,1.25,32,100,2,5,37,99,2,5,16,100,2,2.5,52,97,3,2.5,94.1,3,20,Not Yet Organized,1,10,99,5,5
609884,DEVER,Network 1,3.8,Level 1,Good Standing,85,100,4,16.25,63,100,3,16.25,64.1,100,4,10,,,,,75,100,5,1.25,81,100,5,1.25,66,100,4,1.25,,,,,48,100,3,1.25,58,100,4,1.25,61,100,4,1.25,84,100,4,5,81,100,4,5,76,100,4,2.5,65,99,3,2.5,94.7,3,20,Well Organized,5,10,99.9,5,5
609885,DEWEY,AUSL,3.6,Level 1,Intensive Support,27,100,2,17.5,75,100,4,17.5,55.2,100,3,10,24,100,2,1.25,,,,,,,,,56,100,4,1.25,76,100,5,1.25,,,,,,,,,63,100,4,1.25,24,100,2,5,35,100,2,5,9,100,1,2.5,11,98,2,2.5,96.4,5,20,Well Organized,5,10,99.9,5,5
609887,DIXON,Network 12,5,Level 1+,Good Standing,99,100,5,17.5,99,100,5,17.5,80.7,100,5,10,99,100,5,1.25,,,,,,,,,99,100,5,1.25,99,100,5,1.25,,,,,,,,,97,100,5,1.25,96,100,5,5,95,100,5,5,92,100,5,2.5,79,100,4,2.5,96,5,20,Well Organized,5,10,99.8,5,5
609891,DOOLITTLE,Network 9,2.4,Level 2,Intensive Support,64,100,3,18.75,57,100,3,18.75,50.4,100,3,10,64,100,4,1.25,,,,,,,,,,,,,55,100,4,1.25,,,,,,,,,,,,,6,100,1,5,3,100,1,5,1,100,1,2.5,1,100,1,2.5,93,2,20,Not Yet Organized,1,10,99.8,5,5
609893,DORE,Network 10,3.8,Level 1,Good Standing,70,100,4,17.5,77,100,4,17.5,64.6,100,4,10,,,,,73,100,5,1.25,,,,,78,100,5,1.25,,,,,81,100,5,1.25,,,,,35,100,3,1.25,83,100,4,5,76,100,4,5,56,100,3,2.5,58,100,3,2.5,94.9,3,20,Organized,4,10,99.7,5,5
609894,DRAKE,Network 9,2.2,Level 2,Intensive Support,40,100,3,17.5,27,100,2,17.5,43.7,100,2,10,42,100,3,1.25,,,,,,,,,40,100,3,1.25,27,100,2,1.25,,,,,,,,,34,100,3,1.25,16,100,2,5,6,100,1,5,6,95,1,2.5,8,95,1,2.5,92.8,2,20,Not Yet Organized,1,10,99.9,5,5
609895,TURNER-DREW,Network 11,4.1,Level 1+,Good Standing,52,100,3,17.5,72,100,4,17.5,60.2,100,4,10,50,100,4,1.25,,,,,,,,,66,100,4,1.25,70,100,5,1.25,,,,,,,,,70,100,5,1.25,81,100,4,5,68,100,3,5,70,100,4,2.5,63,100,3,2.5,96.7,5,20,Well Organized,5,10,100,5,5
609896,DRUMMOND,Network 6,4.5,Level 1+,Good Standing,82,99,4,18.75,94,99,5,18.75,70.7,99,5,10,,,,,83,100,5,1.25,,,,,,,,,,,,,94,100,5,1.25,,,,,,,,,96,99,5,5,89,99,4,5,98,100,5,2.5,87,100,4,2.5,95.3,4,20,Well Organized,5,10,99.7,5,5
609897,EARLE,Network 11,4,Level 1+,Provisional Support,99,100,5,17.5,92,100,5,17.5,70.4,100,5,10,99,100,5,1.25,,,,,,,,,99,100,5,1.25,91,100,5,1.25,,,,,,,,,98,100,5,1.25,42,100,3,5,26,100,2,5,44,100,3,2.5,69,100,3,2.5,93.8,2,20,Organized,4,10,99.3,5,5
609898,EBERHART,Network 10,3.5,Level 1,Good Standing,56,100,3,16.25,53,100,3,16.25,54.6,100,3,10,,,,,58,100,4,1.25,78,100,5,1.25,29,100,2,1.25,,,,,53,100,4,1.25,68,100,4,1.25,5,100,1,1.25,58,100,3,5,41,100,3,5,55,100,3,2.5,47,100,3,2.5,95.3,4,20,Well Organized,5,10,99.8,5,5
609899,EBINGER,ISP,4.3,Level 1+,Good Standing,82,100,4,17.5,82,100,4,17.5,68.3,100,4,10,,,,,68,100,4,1.25,,,,,92,100,5,1.25,,,,,58,100,4,1.25,,,,,83,100,5,1.25,97,100,5,5,94,100,5,5,95,100,5,2.5,93,100,5,2.5,95.7,4,20,Well Organized,5,10,99.8,5,5
609900,CURTIS,AUSL,3.3,Level 2+,Good Standing,50,100,3,17.5,86,97,4,17.5,57.5,99,3,10,46,100,3,1.25,,,,,,,,,34,100,3,1.25,86,97,5,1.25,,,,,,,,,77,97,5,1.25,28,100,2,5,44,97,3,5,50,100,3,2.5,61,100,3,2.5,94.7,3,20,Moderately Organized,3,10,99.7,5,5
609901,EDGEBROOK,Network 1,4.1,Level 1+,Good Standing,38,100,2,17.5,70,100,4,17.5,60.5,100,4,10,,,,,10,100,2,1.25,,,,,5,100,1,1.25,,,,,37,100,3,1.25,,,,,22,100,2,1.25,98,100,5,5,96,100,5,5,97,100,5,2.5,97,100,5,2.5,96.1,5,20,Well Organized,5,10,99.8,5,5
609902,METCALFE,Network 13,2.8,Level 2,Provisional Support,34,100,2,17.5,34,100,2,17.5,46.7,100,2,10,34,100,3,1.25,,,,,,,,,54,100,4,1.25,34,100,3,1.25,,,,,,,,,2,100,1,1.25,34,100,2,5,22,100,2,5,39,100,2,2.5,38,100,2,2.5,95.4,4,20,Organized,4,10,100,5,5
609903,EDWARDS,ISP,4.2,Level 1+,Good Standing,92,100,5,16.25,87,100,4,16.25,68.2,100,4,10,,,,,92,100,5,1.25,95,100,5,1.25,60,100,4,1.25,,,,,87,100,5,1.25,88,100,5,1.25,65,100,4,1.25,58,100,3,5,54,100,3,5,56,99,3,2.5,55,100,3,2.5,95.4,4,20,Well Organized,5,10,99.7,5,5
609904,ELLINGTON,Network 3,4.4,Level 1+,Good Standing,89,100,4,17.5,98,100,5,17.5,65,100,4,10,89,100,5,1.25,,,,,,,,,87,100,5,1.25,98,100,5,1.25,,,,,,,,,99,100,5,1.25,63,100,3,5,53,100,3,5,34,100,2,2.5,23,99,2,2.5,96.9,5,20,Well Organized,5,10,100,5,5
609907,ERICSON,Network 5,3.7,Level 1,Good Standing,76,100,4,17.5,69,100,3,17.5,63.9,100,4,10,78,100,5,1.25,,,,,,,,,86,100,5,1.25,68,100,4,1.25,,,,,,,,,5,100,1,1.25,65,100,3,5,64,100,3,5,25,95,2,2.5,17,98,2,2.5,95,4,20,Organized,4,10,100,5,5
609908,ESMOND,Network 10,2.6,Level 2,Provisional Support,15,100,2,18.75,24,100,2,18.75,44.5,100,2,10,17,100,2,1.25,,,,,,,,,,,,,24,100,2,1.25,,,,,,,,,,,,,37,100,2,5,17,100,2,5,45,100,3,2.5,30,100,2,2.5,94,3,20,Organized,4,10,99.8,5,5
609909,EVERETT,Network 8,4.3,Level 1+,Good Standing,82,100,4,18.75,76,100,4,18.75,62.9,100,4,10,,,,,81,100,5,1.25,,,,,,,,,,,,,76,100,5,1.25,,,,,,,,,61,100,3,5,62,100,3,5,85,100,4,2.5,83,100,4,2.5,96.2,5,20,Well Organized,5,10,100,5,5
609910,FALCONER,Network 3,3.7,Level 1,Good Standing,75,100,4,16.25,45,100,3,16.25,54.4,100,3,10,,,,,75,100,5,1.25,70,100,5,1.25,92,100,5,1.25,,,,,47,100,3,1.25,32,100,3,1.25,42,100,3,1.25,50,100,3,5,50,100,3,5,18,100,2,2.5,20,100,2,2.5,95.5,4,20,Well Organized,5,10,99.6,5,5
609912,FARNSWORTH,Network 1,3.9,Level 1,Good Standing,71,99,4,16.25,82,99,4,16.25,60.1,99,4,10,,,,,75,100,5,1.25,89,99,5,1.25,52,99,4,1.25,,,,,80,100,5,1.25,97,99,5,1.25,48,99,3,1.25,81,99,4,5,83,99,4,5,72,95,4,2.5,79,95,4,2.5,94.8,3,20,Organized,4,10,99.9,5,5
609917,FERNWOOD,Network 13,3.9,Level 1,Good Standing,30,100,2,17.5,97,100,5,17.5,62.7,100,4,10,30,100,3,1.25,,,,,,,,,58,100,4,1.25,97,100,5,1.25,,,,,,,,,53,100,4,1.25,79,100,4,5,79,100,4,5,62,100,3,2.5,73,100,4,2.5,95.7,4,20,Organized,4,10,100,5,5
609918,FIELD,Network 2,2.1,Level 2,Provisional Support,9,100,1,17.5,3,100,1,17.5,37.6,100,1,10,7,100,1,1.25,11,100,2,1.25,,,,,,,,,3,100,1,1.25,2,100,1,1.25,,,,,,,,,43,100,3,7.5,35,100,2,7.5,,,,,,,,,95.9,4,20,Partially Organized,2,10,99.9,5,5
609919,FISKE,Network 9,4.2,Level 1+,Good Standing,99,100,5,18.75,99,100,5,18.75,70.6,100,5,10,99,100,5,1.25,,,,,,,,,,,,,99,100,5,1.25,,,,,,,,,,,,,43,100,3,5,58,100,3,5,96,100,5,2.5,97,100,5,2.5,93.1,2,20,Well Organized,5,10,99.8,5,5
609920,KANOON,Network 7,3.4,Level 2+,Good Standing,71,100,4,17.5,66,100,3,17.5,54.3,100,3,10,,,,,70,100,5,1.25,95,100,5,1.25,,,,,,,,,66,100,4,1.25,78,100,5,1.25,,,,,31,100,2,5,25,100,2,5,24,100,2,2.5,10,100,2,2.5,94.7,3,20,Well Organized,5,10,99.2,5,5
609921,TELPOCHCALLI,Network 7,3.2,Level 2+,Good Standing,88,98,4,17.5,25,100,2,17.5,51.6,99,3,10,,,,,88,98,5,1.25,87,98,5,1.25,,,,,,,,,27,100,2,1.25,40,100,3,1.25,,,,,51,98,3,5,26,100,2,5,33,100,2,2.5,33,100,2,2.5,94.1,3,20,Well Organized,5,10,99.5,5,5
609922,BELMONT-CRAGIN,Network 3,4.4,Level 1+,Good Standing,96,100,5,18.75,91,100,5,18.75,67.1,100,4,10,,,,,95,100,5,1.25,,,,,,,,,,,,,92,100,5,1.25,,,,,,,,,55,100,3,5,48,100,3,5,43,100,3,2.5,18,100,2,2.5,95.8,4,20,Well Organized,5,10,99.7,5,5
609924,FORT DEARBORN,Network 11,2.1,Level 2,Provisional Support,40,100,3,17.5,9,100,1,17.5,42.7,100,2,10,40,100,3,1.25,,,,,,,,,9,100,1,1.25,9,100,1,1.25,,,,,,,,,18,100,2,1.25,21,100,2,5,9,100,1,5,1,100,1,2.5,1,100,1,2.5,94.7,3,20,Not Yet Organized,1,10,99.1,5,5
609925,KELLMAN,Network 5,2.8,Level 2,Provisional Support,66,100,3,18.75,25,100,2,18.75,47.1,100,2,10,66,100,4,1.25,,,,,,,,,,,,,25,100,2,1.25,,,,,,,,,,,,,48,100,3,5,29,100,2,5,38,100,2,2.5,29,100,2,2.5,95.1,4,20,Partially Organized,2,10,99.6,5,5
609926,FRANKLIN,ISP,4.5,Level 1+,Good Standing,75,100,4,17.5,97,100,5,17.5,71.7,100,5,10,62,100,4,1.25,91,100,5,1.25,,,,,,,,,57,100,4,1.25,95,100,5,1.25,,,,,,,,,92,100,5,5,91,100,5,5,99,97,5,2.5,99,97,5,2.5,95.8,4,20,Organized,4,10,100,5,5
609927,FOSTER PARK,Network 11,3,Level 2+,Good Standing,22,100,2,17.5,37,100,2,17.5,50.3,100,3,10,24,100,2,1.25,,,,,,,,,1,100,1,1.25,35,100,3,1.25,,,,,,,,,42,100,3,1.25,49,100,3,5,36,100,2,5,50,100,3,2.5,33,100,2,2.5,95.2,4,20,Well Organized,5,10,99.7,5,5
609928,FULLER,AUSL,3.7,Level 1,Good Standing,71,100,4,17.5,88,100,4,17.5,63.2,100,4,10,71,100,5,1.25,,,,,,,,,13,100,2,1.25,88,100,5,1.25,,,,,,,,,28,100,2,1.25,22,100,2,5,25,100,2,5,36,100,2,2.5,32,100,2,2.5,95.1,4,20,Organized,4,10,99.5,5,5
609929,FULTON,Network 11,3.5,Level 1,Good Standing,64,100,3,17.5,75,100,4,17.5,57.5,100,3,10,40,100,3,1.25,82,100,5,1.25,,,,,,,,,65,100,4,1.25,83,100,5,1.25,,,,,,,,,22,100,2,5,29,100,2,5,7,100,1,2.5,10,100,2,2.5,95.1,4,20,Organized,4,10,99.2,5,5
609930,FUNSTON,Network 4,3.3,Level 2+,Good Standing,86,100,4,18.75,66,100,3,18.75,58.4,100,3,10,,,,,87,100,5,1.25,,,,,,,,,,,,,73,100,5,1.25,,,,,,,,,48,100,3,5,35,100,2,5,31,100,2,2.5,40,100,3,2.5,95.4,4,20,Not Yet Organized,1,10,100,5,5
609933,GALE,Network 2,2.3,Level 2,Intensive Support,48,100,3,18.75,28,100,2,18.75,48.5,100,2,10,32,100,3,1.25,,,,,,,,,,,,,32,100,3,1.25,,,,,,,,,,,,,30,100,2,5,18,100,2,5,4,95,1,2.5,5,97,1,2.5,93.1,2,20,Partially Organized,2,10,99.6,5,5
609935,GALLISTEL,Network 13,3.2,Level 2+,Good Standing,56,100,3,17.5,32,100,2,17.5,51.4,100,3,10,,,,,54,100,4,1.25,,,,,36,100,3,1.25,,,,,34,100,3,1.25,,,,,25,100,2,1.25,55,100,3,5,47,100,3,5,52,100,3,2.5,49,100,3,2.5,95.4,4,20,Organized,4,10,99.7,5,5
609937,GARVY,Network 1,4,Level 1+,Good Standing,64,100,3,16.25,73,100,4,16.25,63,100,4,10,,,,,60,100,4,1.25,97,100,5,1.25,46,100,3,1.25,,,,,63,100,4,1.25,86,100,5,1.25,31,100,3,1.25,87,100,4,5,85,100,4,5,92,100,5,2.5,77,100,4,2.5,95.7,4,20,Well Organized,5,10,99.7,5,5
609938,GARY,Network 7,3.7,Level 1,Good Standing,78,100,4,16.25,69,100,3,16.25,60.8,100,4,10,,,,,78,100,5,1.25,76,100,5,1.25,22,100,2,1.25,,,,,70,100,5,1.25,76,100,5,1.25,31,100,3,1.25,51,100,3,7.5,36,100,2,7.5,,,,,,,,,95.7,4,20,Organized,4,10,100,5,5
609939,GILLESPIE,ISP,1.9,Level 3,Intensive Support,3,99,1,17.5,12,100,2,17.5,38.3,99,1,10,3,99,1,1.25,,,,,,,,,1,99,1,1.25,13,100,2,1.25,,,,,,,,,1,100,1,1.25,31,99,2,5,21,100,2,5,61,95,3,2.5,53,95,3,2.5,93.4,2,20,Partially Organized,2,10,99.6,5,5
609941,RANDOLPH,Network 11,3.1,Level 2+,Good Standing,68,100,3,17.5,34,100,2,17.5,48.1,100,2,10,70,100,5,1.25,,,,,,,,,58,100,4,1.25,37,100,3,1.25,,,,,,,,,60,100,4,1.25,24,100,2,5,22,100,2,5,39,98,2,2.5,12,98,2,2.5,95.2,4,20,Well Organized,5,10,99.8,5,5
609942,GOETHE,Network 4,4.2,Level 1+,Good Standing,87,100,4,17.5,75,100,4,17.5,63.1,100,4,10,,,,,86,100,5,1.25,,,,,96,100,5,1.25,,,,,68,100,4,1.25,,,,,93,100,5,1.25,82,100,4,5,83,100,4,5,80,95,4,2.5,76,100,4,2.5,95.9,4,20,Well Organized,5,10,99.7,5,5
609943,OWENS,Network 13,2.2,Level 2,Intensive Support,32,99,2,17.5,23,99,2,17.5,43.1,99,2,10,30,99,3,1.25,,,,,,,,,66,99,4,1.25,24,99,2,1.25,,,,,,,,,7,99,1,1.25,19,99,2,5,10,99,2,5,23,95,2,2.5,19,95,2,2.5,92.8,2,20,Partially Organized,2,10,99.4,5,5
609944,GRISSOM,ISP,3.5,Level 1,Good Standing,58,100,3,18.75,63,100,3,18.75,58.1,100,3,10,,,,,48,100,3,1.25,,,,,,,,,,,,,58,100,4,1.25,,,,,,,,,84,100,4,5,78,100,4,5,91,100,5,2.5,85,100,4,2.5,95.8,4,20,Moderately Organized,3,10,99.8,5,5
609945,GOUDY,Network 2,4,Level 1+,Good Standing,89,100,4,15,69,100,3,15,64.1,100,4,10,91,100,5,1.25,89,100,5,1.25,99,100,5,1.25,98,100,5,1.25,76,100,5,1.25,40,100,3,1.25,99,100,5,1.25,43,100,3,1.25,87,100,4,5,85,100,4,5,62,99,3,2.5,47,100,3,2.5,95.8,4,20,Well Organized,5,10,99.8,5,5
609947,GRAHAM ES,Network 6,3.3,Level 2+,Good Standing,73,100,4,16.25,47,100,3,16.25,54.7,100,3,10,64,100,4,1.25,78,100,5,1.25,,,,,46,100,3,1.25,47,100,3,1.25,34,100,3,1.25,,,,,96,100,5,1.25,50,100,3,5,44,100,3,5,62,100,3,2.5,78,100,4,2.5,93.3,2,20,Organized,4,10,99.6,5,5
609949,GRAY,Network 1,3.9,Level 1,Good Standing,75,100,4,16.25,70,100,4,16.25,63.3,100,4,10,,,,,78,100,5,1.25,94,100,5,1.25,48,100,3,1.25,,,,,72,100,5,1.25,88,100,5,1.25,37,100,3,1.25,65,100,3,5,68,100,3,5,37,97,2,2.5,61,100,3,2.5,95.5,4,20,Organized,4,10,99.8,5,5
609950,ORTIZ DE DOMINGUEZ,Network 7,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,96,2,,48,100,3,,95.7,4,,Well Organized,5,,100,5,
609951,ARIEL,ISP,3.8,Level 1,Good Standing,88,100,4,17.5,82,100,4,17.5,58.5,100,3,10,87,100,5,1.25,,,,,,,,,99,100,5,1.25,82,100,5,1.25,,,,,,,,,60,100,4,1.25,68,100,3,5,58,100,3,5,33,100,2,2.5,23,100,2,2.5,95.2,4,20,Well Organized,5,10,98.6,4,5
609952,GREENE,Network 8,3.2,Level 2+,Good Standing,48,100,3,17.5,43,100,3,17.5,51.4,100,3,10,,,,,56,100,4,1.25,50,100,4,1.25,,,,,,,,,45,100,3,1.25,47,100,3,1.25,,,,,33,100,2,5,33,100,2,5,22,100,2,2.5,28,100,2,2.5,95.1,4,20,Moderately Organized,3,10,99.8,5,5
609954,GREGORY,Network 5,3.2,Level 2+,Good Standing,86,100,4,17.5,69,100,3,17.5,59,100,3,10,87,100,5,1.25,,,,,,,,,83,100,5,1.25,69,100,4,1.25,,,,,,,,,55,100,4,1.25,38,100,2,5,26,100,2,5,30,100,2,2.5,31,100,2,2.5,92.7,2,20,Well Organized,5,10,99.7,5,5
609955,GRESHAM,AUSL,4.4,Level 1+,Intensive Support,88,100,4,17.5,95,100,5,17.5,64.3,100,4,10,88,100,5,1.25,,,,,,,,,85,100,5,1.25,95,100,5,1.25,,,,,,,,,93,100,5,1.25,49,100,3,5,43,100,3,5,24,100,2,2.5,23,100,2,2.5,96.6,5,20,Well Organized,5,10,100,5,5
609956,GRIMES,Network 10,4.3,Level 1+,Good Standing,76,100,4,18.75,70,100,4,18.75,60.5,100,4,10,,,,,79,100,5,1.25,,,,,,,,,,,,,76,100,5,1.25,,,,,,,,,84,100,4,5,84,100,4,5,57,100,3,2.5,57,100,3,2.5,96.2,5,20,Well Organized,5,10,100,5,5
609958,GUNSAULUS,ISP,4.5,Level 1+,Good Standing,71,100,4,17.5,90,100,5,17.5,67,100,4,10,,,,,75,100,5,1.25,73,100,5,1.25,,,,,,,,,89,100,5,1.25,24,100,2,1.25,,,,,68,100,3,5,73,100,4,5,71,99,4,2.5,75,99,4,2.5,97.7,5,20,Well Organized,5,10,99.8,5,5
609959,HAINES,Network 6,4.8,Level 1+,Good Standing,94,100,5,17.5,95,100,5,17.5,73.9,100,5,10,75,100,5,1.25,,,,,99,100,5,1.25,,,,,66,100,4,1.25,,,,,96,100,5,1.25,,,,,91,100,5,5,98,100,5,5,82,100,4,2.5,75,100,4,2.5,98.5,5,20,Organized,4,10,99.7,5,5
609960,HALE,Network 10,4.2,Level 1+,Good Standing,79,100,4,16.25,88,100,4,16.25,66.4,100,4,10,,,,,75,100,5,1.25,68,100,4,1.25,98,100,5,1.25,,,,,87,100,5,1.25,82,100,5,1.25,91,100,5,1.25,78,100,4,5,70,100,4,5,56,100,3,2.5,54,100,3,2.5,95.4,4,20,Well Organized,5,10,100,5,5
609961,NINOS HEROES,Network 12,1.7,Level 3,Intensive Support,24,100,2,17.5,2,100,1,17.5,35.3,100,1,10,17,100,2,1.25,64,100,4,1.25,,,,,,,,,1,100,1,1.25,12,100,2,1.25,,,,,,,,,22,100,2,5,8,100,1,5,4,100,1,2.5,2,100,1,2.5,91.3,1,20,Moderately Organized,3,10,99.3,5,5
609963,HAMILTON,Network 4,4,Level 1+,Good Standing,56,100,3,17.5,47,100,3,17.5,57.5,100,3,10,,,,,52,100,4,1.25,,,,,97,100,5,1.25,,,,,39,100,3,1.25,,,,,47,100,3,1.25,94,100,5,5,83,100,4,5,97,100,5,2.5,94,100,5,2.5,96,5,20,Well Organized,5,10,100,5,5
609964,HAMLINE,Network 8,2.3,Level 2,Intensive Support,56,99,3,17.5,18,100,2,17.5,44.8,100,2,10,,,,,56,100,4,1.25,70,100,5,1.25,,,,,,,,,18,100,2,1.25,24,100,2,1.25,,,,,18,99,2,5,13,100,2,5,4,98,1,2.5,10,100,2,2.5,93.4,2,20,Not Yet Organized,1,10,99.2,5,5
609966,HAMMOND,Network 7,3.4,Level 2+,Good Standing,73,100,4,18.75,27,100,2,18.75,53,100,3,10,,,,,78,100,5,1.25,,,,,,,,,,,,,20,100,2,1.25,,,,,,,,,42,100,3,5,19,100,2,5,8,100,1,2.5,12,100,2,2.5,95.4,4,20,Well Organized,5,10,99.8,5,5
609967,FINKL,Network 7,3.2,Level 2+,Good Standing,79,100,4,18.75,65,100,3,18.75,57.2,100,3,10,,,,,73,100,5,1.25,,,,,,,,,,,,,60,100,4,1.25,,,,,,,,,55,100,3,5,43,100,3,5,55,95,3,2.5,62,95,3,2.5,94.1,3,20,Partially Organized,2,10,99.6,5,5
609968,MCAULIFFE,Network 4,3.4,Level 2+,Good Standing,54,100,3,16.25,52,100,3,16.25,53.5,100,3,10,,,,,54,100,4,1.25,85,100,5,1.25,93,100,5,1.25,,,,,52,100,4,1.25,25,100,2,1.25,91,100,5,1.25,33,100,2,5,25,100,2,5,66,100,3,2.5,58,100,3,2.5,95.2,4,20,Organized,4,10,99.4,5,5
609969,HARTE,Network 9,3.7,Level 1,Good Standing,60,100,3,17.5,43,100,3,17.5,55,100,3,10,52,100,4,1.25,,,,,,,,,22,100,2,1.25,43,100,3,1.25,,,,,,,,,9,100,1,1.25,65,100,3,5,47,100,3,5,50,97,3,2.5,72,97,4,2.5,96,5,20,Well Organized,5,10,99.9,5,5
609971,HARVARD,AUSL,3.1,Level 2+,Intensive Support,44,99,3,17.5,30,99,2,17.5,47.8,99,2,10,44,99,3,1.25,,,,,,,,,15,99,2,1.25,30,99,3,1.25,,,,,,,,,75,99,5,1.25,14,99,2,5,17,99,2,5,8,96,1,2.5,7,98,1,2.5,96.8,5,20,Organized,4,10,99.7,5,5
609972,HAUGAN,Network 1,3.8,Level 1,Good Standing,82,100,4,17.5,61,100,3,17.5,60.5,100,4,10,,,,,82,100,5,1.25,91,100,5,1.25,,,,,,,,,61,100,4,1.25,65,100,4,1.25,,,,,56,100,3,5,50,100,3,5,42,99,3,2.5,23,99,2,2.5,95.3,4,20,Well Organized,5,10,100,5,5
609973,ZAPATA,ISP,4.1,Level 1+,Good Standing,70,100,4,16.25,66,100,3,16.25,61,100,4,10,,,,,70,100,5,1.25,70,100,5,1.25,6,100,1,1.25,,,,,66,100,4,1.25,88,100,5,1.25,2,100,1,1.25,59,100,3,5,74,100,4,5,76,100,4,2.5,77,100,4,2.5,96.4,5,20,Well Organized,5,10,99.7,5,5
609974,HAWTHORNE,Network 4,4.7,Level 1+,Good Standing,86,100,4,16.25,97,100,5,16.25,73.7,100,5,10,48,100,3,1.25,78,100,5,1.25,,,,,79,100,5,1.25,65,100,4,1.25,98,100,5,1.25,,,,,97,100,5,1.25,99,100,5,5,99,100,5,5,97,100,5,2.5,95,100,5,2.5,96.3,5,20,Organized,4,10,100,5,5
609975,HAY,Network 3,2.9,Level 2,Provisional Support,38,100,2,17.5,40,100,3,17.5,51.4,100,3,10,40,100,3,1.25,,,,,,,,,1,100,1,1.25,37,100,3,1.25,,,,,,,,,1,100,1,1.25,29,100,2,5,27,100,2,5,13,100,2,2.5,16,100,2,2.5,94.5,3,20,Well Organized,5,10,99.7,5,5
609976,HAYT,Network 2,3.9,Level 1,Good Standing,83,100,4,15,76,100,4,15,65.3,100,4,10,91,100,5,1.25,78,100,5,1.25,81,100,5,1.25,29,100,2,1.25,61,100,4,1.25,73,100,5,1.25,91,100,5,1.25,17,100,2,1.25,79,100,4,5,74,100,4,5,63,100,3,2.5,42,100,3,2.5,95.1,4,20,Moderately Organized,3,10,99.6,5,5
